FIPS,MARKET_VALUE,Per_Crop_Sales,Per_Grain_Mark_Val,Per_Cotton_Mark_Val,Per_Other_Crop_Mark_Val,Per_Veg_Sale_Mkt_Val,Per_Fruit_Sales_Mkt_Val,Per_Nursery_Sales_Val,Per_Cut_Tree_Sales_Val,Per_Ani_Sales_Mark_Val,Per_Poul_Sales_Mark_Val,Per_Milk_Sales_Mrk_Val,Per_Cattle_Sales_Mrk_Val,Per_Hog_Sales_Mrk_Val,Per_Sheep_Sales_Mrk_Val,PER_AQ_SALES,PER_EQ_SALES,PER_SP_AN_SALES,Per_Cropland_Manure,Cattle_Operations,Milk_Operations,Poul_Total_Oper,Hog_Oper,TOT_SHEEP_Oper,EQUI_OPER,TOT_AQUA_OPER
19085,216201000,81.08,80.46,0,0.26,0.06,0.13,0.17,0,18.92,0.01,0,9.17,9.57,0.03,0,0.1,0.04,2.54,214,0,32,20,9,4,0
19087,177825000,58.79,58.21,0,0.38,0.06,0.08,0.06,0,41.21,13.71,0.7,6.63,19.68,0.1,0.01,0.38,0,6.89,227,2,37,50,46,7,2
19089,284994000,52.07,48.95,0,0.2,0.41,0.01,2.5,0,47.93,0.39,4.55,14.48,28.17,0.18,0,0.08,0.08,13.08,251,35,56,68,40,26,0
19091,180894000,69.38,69.22,0,0.14,0.01,0.01,0,0,30.62,2.58,0.2,9.38,18.38,0.06,0,0.01,0.02,7.59,78,1,21,31,12,9,0
19093,222788000,63.29,62.77,0,0.46,0,0.05,0,0,36.71,1.1,2.78,25.58,6.47,0.7,0,0.02,0.06,11.71,173,4,13,20,22,13,0
19095,227902000,61.61,60.89,0,0.68,0.01,0.02,0.01,0.01,38.39,0.05,0.39,15.74,21.73,0.39,0,0.05,0.04,7.54,349,3,52,53,32,25,0
19097,264063000,37.51,36.08,0,1.34,0.01,0.06,0.01,0.01,62.49,2.94,5.95,47.27,6.11,0.06,0,0.07,0.1,13.06,525,40,42,38,38,28,0
19099,252805000,70.71,70.08,0,0.39,0.06,0.08,0.05,0.05,29.29,0.01,0.5,9.55,18.88,0.2,0,0.08,0.07,6.47,282,3,30,55,73,23,0
19101,108568000,62.58,61.45,0,0.54,0.17,0.04,0.33,0.05,37.42,0.37,0.64,11.47,22.39,2.45,0,0.05,0.05,4.35,180,3,35,49,31,15,0
19103,219619000,65.27,62.44,0,0.7,0.44,0.11,1.47,0.11,34.73,4.4,2.59,10.33,13.74,3.16,0.19,0.14,0.18,9.88,356,43,122,77,142,63,1
19105,287998000,54.33,53.67,0,0.6,0.03,0.02,0.01,0,45.67,0.01,1.96,29.94,13.6,0.04,0,0.02,0.1,13.58,435,16,41,71,53,18,0
19107,216277000,52.04,51.4,0,0.39,0.04,0.06,0.14,0,47.96,0.27,0.11,11.61,35.67,0.29,0,0.02,0,9.61,319,3,19,71,38,15,0
19109,588054000,54.31,54.08,0,0.17,0.05,0,0.01,0.01,45.69,1.2,0.5,5.46,38.33,0.07,0,0.01,0.12,11,195,2,22,154,55,6,0
19111,122692000,61.27,56.99,0,0.75,0.36,0.11,2.96,0.1,38.73,0.08,1.78,12.17,24.22,0.41,0,0.02,0.05,6.68,216,5,26,52,37,22,0
19113,218760000,74.03,71.43,0,0.6,0.31,0.06,1.56,0.07,25.97,0.02,1.93,14.87,8.69,0.3,0,0.07,0.08,6.45,398,11,79,50,68,25,0
19115,205855000,45.38,44.46,0,0.17,0.34,0.06,0.35,0,54.62,0.79,0,1.95,51.75,0.06,0.02,0.03,0.02,7.83,107,0,12,67,21,1,3
19117,50113000,45.32,42.04,0,2.42,0.13,0.25,0.24,0.24,54.68,0.05,0,29.01,25.06,0.13,0,0.38,0.05,3.54,233,0,26,22,19,28,0
19119,923572000,20.63,20.39,0,0.14,0,0.05,0.05,0,79.37,0.4,4.37,33.49,40.94,0.13,0,0.03,0.01,30.94,463,19,35,248,55,28,0
19121,119320000,60.01,54.65,0,1.92,0.27,0.06,3.04,0.07,39.99,16.93,0,15.17,7.5,0.12,0,0.23,0.04,6.26,343,0,58,31,55,29,0
19123,280738000,43.37,42.53,0,0.36,0,0.14,0.34,0,56.63,4,0.5,13.73,38.14,0.09,0,0.02,0.15,10.82,252,6,44,81,45,14,0
19125,110599000,76.1,70.17,0,1.04,0.47,0.14,4.28,0,23.9,0.04,1.15,11.7,10.53,0.39,0,0.08,0.02,5.67,329,3,39,31,93,31,0
19127,266035000,65.89,62.45,0,0.44,0.04,0.02,2.5,0.44,34.11,0.12,10,5,18.02,0.21,0.35,0.06,0.35,9.3,199,1,42,44,55,17,1
19129,98771000,97.85,97.22,0,0.31,0.06,0.11,0.1,0.05,2.15,0.06,0,1.81,0.1,0.04,0,0.12,0.02,0.71,80,0,35,12,8,3,0
19131,315910000,47.73,47.06,0,0.13,0.23,0.03,0.26,0.02,52.27,1.72,4.56,26.58,19.16,0.18,0,0.04,0.03,15.84,274,36,46,73,32,31,0
19133,192626000,80.09,79.63,0,0.43,0.01,0.01,0.01,0,19.91,0,0,14.97,4.84,0.05,0,0.05,0,4.55,156,0,8,12,12,12,0
19135,61621000,48.01,44.46,0,3.25,0.15,0.16,0,0,51.99,0.01,2,30.97,17.87,0.5,0,0.19,0.45,4.37,271,1,17,11,31,20,0
19137,155732000,71.63,63.38,0,0.5,0.55,0,7.2,0,28.37,7.5,0.5,16.64,3.6,0.03,0,0.02,0.08,3.15,153,1,11,18,10,9,0
19139,185382000,55.75,54.35,0,0.43,0.72,0.13,0.12,0,44.25,17.41,0.32,7.42,18.81,0.1,0.01,0.16,0.02,9.94,196,3,32,42,53,15,1
19141,501153000,35.48,35.25,0,0.17,0.03,0.03,0,0,64.52,3.05,7.06,15.92,38.27,0.2,0,0.02,0.01,18.03,195,9,25,181,36,15,0
19143,458965000,27.36,27.27,0,0.09,0,0,0,0,72.64,12.36,6,15.5,38.66,0.07,0,0.04,0.01,15.08,134,7,14,122,22,7,0
19145,168066000,80.13,79.48,0,0.51,0.01,0.01,0.13,0,19.87,0.4,0,15.17,3.83,0.4,0.01,0.01,0.05,3.07,254,0,2,16,18,6,1
19147,468328000,38.88,38.8,0,0.07,0.01,0.01,0,0,61.12,7,0.16,7.58,46.25,0.08,0,0.01,0.04,15.03,124,3,14,85,29,15,0
19149,738200000,33.9,33.74,0,0.13,0.01,0.01,0.01,0.01,66.1,0,4,21.31,39.96,0.79,0,0.01,0.04,17.86,415,3,24,202,57,14,0
19151,356009000,48.26,48.16,0,0.06,0.01,0.01,0.02,0.01,51.74,4.72,1.9,4.9,39.64,0.5,0,0,0.08,10.89,99,5,11,57,10,4,0
19153,110889000,88.14,79.95,0,0.55,0.75,0.21,6.63,0.05,11.86,0.14,0,8.07,2,0.17,0,0.49,0.99,3.57,140,0,65,29,41,51,0
19155,409257000,69.84,62.07,0,0.07,0.07,0.06,7.5,0.07,30.16,0,0.8,28.05,1.2,0.04,0,0.03,0.04,5.4,325,1,29,33,32,18,0
19157,314514000,47.94,46.24,0,0.18,0.15,0.01,1.2,0.16,52.06,28.56,3.9,8.72,10.49,0.25,0,0.13,0.01,9.79,314,2,59,38,62,20,0
19159,121442000,41.25,38.49,0,1.76,0,0.5,0.5,0,58.75,0.93,0.13,26.2,31.04,0.37,0.01,0.06,0.01,4.64,319,6,18,26,31,16,1
19161,459462000,39.86,39.36,0,0.34,0.02,0.02,0.12,0,60.14,10.03,0.33,15.12,34.49,0.1,0,0.07,0,16.31,189,3,42,98,40,16,0
19163,223771000,57.97,55.74,0,0.26,0.05,0.03,1.89,0.01,42.03,1.63,1.09,12.07,27.15,0.05,0,0.03,0.01,6.77,182,12,51,39,45,14,0
19165,305431000,64.22,63.82,0,0.31,0.01,0.02,0.06,0.01,35.78,0.01,7.5,13.25,14.97,0.04,0,0.01,0,6.3,273,3,17,39,24,8,0
19167,1696096000,16.38,15.61,0,0.35,0.01,0.01,0.4,0,83.62,7.07,8.54,41.23,26.28,0.4,0,0.08,0.02,33.92,591,53,82,435,102,25,0
19169,224921000,73.04,71.27,0,0.42,0.25,0.25,0.83,0.02,26.96,5.17,0.79,7.98,11.65,0.24,0,0.13,1,9,171,2,77,43,73,18,0
19171,288014000,68.41,67.92,0,0.35,0.03,0.1,0.01,0.01,31.59,0.01,0.66,16.3,14.5,0.09,0,0.02,0.01,6.75,354,6,20,44,60,10,1
19173,128025000,65.85,64.44,0,1.33,0,0.04,0.04,0,34.15,4.46,0,16.31,13.21,0.07,0.01,0.04,0.05,4.34,289,0,10,18,16,10,1
19175,129248000,41.95,40.98,0,0.95,0,0.01,0.01,0,58.05,7.11,0,19.64,30.91,0.1,0,0.2,0.09,5.74,311,0,46,33,16,17,0
19177,97836000,40.4,38.99,0,1.13,0.08,0.09,0.11,0,59.6,0.02,2.44,14.98,41.32,0.48,0.11,0.14,0.11,6.31,260,16,40,26,60,35,1
19179,78060000,72.74,69.95,0,2.34,0.01,0.02,0.42,0,27.26,0.01,1.1,13.04,12.78,0.08,0,0.24,0.01,4.04,274,1,29,27,28,28,0
19181,78965000,84.95,80.44,0,2.31,0.43,0.46,1.29,0.03,15.05,0.07,0.1,13.99,0.16,0.21,0,0.48,0.04,2.63,325,2,84,24,60,39,0
19183,671897000,20.47,20.14,0,0.13,0.04,0.05,0.05,0.06,79.53,4.44,0.46,2.33,71.46,0.79,0.01,0.01,0.03,20.24,295,21,60,180,94,26,1
19185,91778000,57.92,55.11,0,2.55,0.05,0.15,0.06,0,42.08,0.23,1.01,20.48,12.85,0.83,0.01,6.27,0.4,2.61,291,6,33,25,51,34,1
19187,320681000,66.99,66.66,0,0.13,0.03,0.15,0.01,0.01,33.01,3,0,2.35,27.56,0.06,0,0.03,0.01,6.84,138,0,15,38,21,18,0
19189,239916000,54.48,54.23,0,0.07,0.07,0.01,0.09,0.01,45.52,28,0,2.14,15.36,0.01,0,0,0.01,10.88,76,0,17,27,14,9,3
19191,337363000,41.9,40.38,0,1.26,0.1,0.05,0.07,0.03,58.1,3.93,18.6,23.67,11.56,0.19,0.01,0.07,0.07,19.05,571,124,60,73,87,30,2
19193,368759000,54.15,53.76,0,0.23,0.02,0.07,0.07,0,45.85,0.01,7.81,30.87,7,0.04,0,0.06,0.05,6.97,316,2,48,52,45,30,0
19195,144411000,86.12,85.63,0,0.2,0.09,0.09,0.11,0,13.88,4.29,0.5,4.36,4.19,0.5,0,0.01,0.03,2.96,106,2,20,17,22,13,0
19197,481889000,38.87,38.79,0,0.06,0.01,0.01,0,0.01,61.13,37.07,0,1.22,22.77,0.07,0,0.01,0.01,9.32,100,0,26,33,29,3,0
21001,69356000,26.15,16.2,0,4.68,0.16,0.06,0.06,0.05,73.85,30.84,19.14,19.09,0.03,0.28,0,4.44,0.03,9.24,684,34,60,12,42,29,0
21003,88597000,26.43,6.13,0,3.32,4.69,0.07,0.86,0,73.57,1.78,1.98,68.7,0.13,0.25,0,0.69,0.04,4.57,682,12,108,38,71,67,0
21005,12327000,34.57,5.67,0,11.9,0.41,0.56,0.35,0,65.43,0.45,0,53.99,0.1,0.33,0,10.49,0.07,6.64,380,0,68,14,35,25,0
21007,70613000,53.99,53.37,0,0.42,0.02,0.09,0,0,46.01,42.67,0.6,2.5,0,0.2,0,0.01,0.03,2.29,83,1,22,0,12,7,0
21009,127198000,38.28,20.98,0,3.42,0.45,0.03,0.47,0.03,61.72,20.07,17.36,23.85,0.1,0.1,0,0.2,0.04,8.72,"1,230",34,71,33,47,53,0
21011,18317000,30.84,12.85,0,11.09,1.02,0.1,1.41,0.05,69.16,0.35,1.7,65.94,0.03,0.72,0,0.39,0.02,5.13,448,3,31,10,27,20,0
21013,505000,48.58,3.72,0,15.54,15.8,5.44,8.08,0,51.42,2.37,0,37.6,0.5,10.86,0,0.09,0,8.24,70,0,19,5,20,1,0
21015,15368000,75.16,36.34,0,15.02,5.57,0.44,15.34,0.47,24.84,1.76,1,17.39,0.19,0.79,0.01,2.54,1.16,5.37,254,1,50,9,18,22,6
21017,209562000,21.88,4.02,0,1.47,0.11,0.02,14,0,78.12,0.01,0.01,15.84,0.02,0.13,0,53.71,8.4,8.36,480,1,49,19,64,119,0
21019,1186000,38.05,3.11,0,31.15,1.9,1.65,0.24,0,61.95,0.7,0,40.31,0.46,0.92,0,18.47,1.1,14.99,94,0,30,3,20,15,0
21021,31338000,20.59,8.51,0,6.4,0.54,0.15,0.38,0,79.41,0.17,0,74.99,0.14,2.54,0,1.49,0.08,6.68,290,0,54,17,38,29,0
21023,10721000,60.2,8.18,0,21.88,0.24,0.22,0.22,0,39.8,0.19,2.73,28.58,0.53,0.36,0,7.37,0.04,13.12,318,6,36,18,12,20,0
21025,508000,59.45,4.76,0,33.35,10.84,3,7.5,0,40.55,2.44,0.7,30.83,0.53,2.81,0,2.95,0.29,5.13,49,1,20,8,27,15,0
21027,99439000,47.04,30.65,0,3.32,0.42,0.04,0.16,0,52.96,35.09,0.97,15.38,0.97,0.4,0,0.11,0.05,5.59,776,7,104,39,74,33,0
21029,6244000,69.83,51.42,0,13.06,0.94,0.3,3.81,0.3,30.17,0.67,0.3,26.36,0.35,0.31,0,1.78,0.4,6.15,205,1,77,8,24,18,0
21031,48934000,55.82,52.89,0,2.28,0.3,0.04,0.32,0,44.18,29.09,2.5,9.54,2.5,0.24,0.01,0.31,0.01,3.18,291,1,35,9,30,23,2
21033,45143000,89.04,80.15,0,1.5,0.05,0.06,0.55,0,10.96,0.02,3.9,6.14,0.01,0.07,0,0.82,0,0.93,184,2,21,3,21,12,0
21035,97718000,60,39.66,0,1.34,0.23,0.04,0.34,0,40,31.58,0.5,3.79,3,0.08,0.01,0.42,0.62,3.13,220,1,58,5,36,24,1
21037,7117000,48.25,6.71,0,16.75,4.44,1.03,16.67,0.12,51.75,1.02,1.2,42.71,0.33,0.7,0,5.45,0.34,18.4,289,1,50,17,32,23,0
21039,67617000,56.33,54.36,0,0.29,0,0,0.43,0,43.67,31.23,0.5,1.82,10.03,0.05,0.01,0.03,0,2.29,68,2,22,5,26,1,1
21041,5811000,57.63,35.58,0,16.74,0.5,0.01,3.62,0,42.37,0.28,0,40.94,0.47,0.22,0,0.41,0.05,4.03,147,0,19,11,13,8,0
21043,6883000,31.95,0.95,0,22.55,3.89,0.07,0.94,0,68.05,0.52,3.91,59.99,1.13,1.27,0,1.13,0.12,10.88,437,5,75,28,49,15,0
21045,32153000,50.23,28.19,0,10.61,1.16,0.2,2.04,0,49.77,6.61,10.93,31.23,0.52,0.23,0,0.24,0.01,7.66,705,18,59,25,37,35,0
21047,205276000,81.13,62.39,0,0.93,1.25,0.13,1.29,0,18.87,6.71,4.95,6.7,0.02,0.08,0.01,0.37,0.03,3.16,447,72,64,23,35,57,2
21049,34028000,45.46,20.33,0,8.61,0.67,0.05,0.22,0.05,54.54,8.5,0.75,41.09,0.75,0.75,0,2,0.7,2.84,480,2,63,7,62,16,0
21051,5219000,75.17,7.43,0,7,12.01,0.14,7.6,0,24.83,0.43,0,15.52,7.21,0.55,0.01,0.23,0.88,2.89,97,0,23,9,17,5,4
21053,40619000,7.5,3.14,0,3.95,0.12,0.02,0.02,0,92.5,67.39,0.25,23.62,0.02,0.26,0,0.94,0.02,12.17,367,2,31,5,9,16,0
21055,39266000,69.83,64.64,0,3.53,0.74,0.16,0.75,0,30.17,11.98,0.06,10.43,6,1.62,0,0.03,0.05,3.38,253,9,44,21,38,14,0
21057,10651000,46.07,30.34,0,14.07,0.16,0.17,0.17,0,53.93,20.36,0.25,31.11,0.25,0.23,0,1.62,0.11,6.7,196,1,24,14,14,20,0
21059,185879000,64.39,55.13,0,0.39,0.7,0.09,0.9,0,35.61,14.16,0.05,2.52,18.7,0.05,0.01,0.11,0.01,8.1,322,2,66,8,57,20,2
21061,27455000,40.91,28.62,0,6.39,0.36,0.02,1.12,0,59.09,20,3.68,35.02,0.03,0.23,0,0.1,0.03,6.2,346,4,41,9,28,19,0
21063,3132000,31.96,1.22,0,27.07,1.42,0.51,1.38,0,68.04,0.48,1.5,60.41,0.06,2.7,0,2.27,0.62,12.78,227,1,26,6,23,8,0
21065,4104000,35.36,16.05,0,18.18,0.15,0.35,0.63,0,64.64,0.38,2.5,57.24,2.5,1.17,0,0.8,0.05,3.02,223,1,36,13,22,8,0
21067,215518000,5.9,1.66,0,0.57,0.21,0.06,1.78,0.05,94.1,0.04,0.05,3.31,0.05,0.05,0,61.97,28.63,16.45,130,1,21,3,12,149,3
21069,48750000,38.3,19.89,0,9.38,0.2,0.2,0.2,0.2,61.7,0.06,6.92,52.5,0.3,0.89,0,0.97,0.07,14.11,636,12,34,13,41,38,0
21071,584000,59.81,8.53,0,10,6.28,0,35,0,40.19,0.31,0,19.88,0.7,3.5,0,14.9,0.9,3.85,33,0,4,5,11,14,0
21073,18858000,42.27,4.27,0,12.1,1.5,1.76,10.5,0,57.73,0.31,0.5,45.16,0.23,0.76,0.01,10.58,0.18,2.95,280,1,73,9,35,22,2
21075,62126000,71.45,71.17,0,0.14,0,0.14,0,0,28.55,26,0,1.34,1.15,0.03,0.01,0.02,0,5.11,10,0,15,2,6,6,2
21077,7740000,85.71,52.5,0,6.15,2.91,0.02,2.2,0,14.29,0.19,1.1,12.72,0.08,0.13,0,0,0.07,3.33,111,2,20,16,4,0,0
21079,35374000,32.04,4.51,0,6.28,0.23,0.08,0.2,0.08,67.96,0.09,0.14,66.07,0.01,0.19,0.11,0.68,0.67,3.45,529,4,39,3,48,31,1
21081,10126000,58.33,5.71,0,19.56,1.67,0.6,0.28,0.28,41.67,0.46,NA,36.68,NA,1.22,0,1.41,0.32,7.59,436,2,48,7,42,16,0
21083,346156000,29.7,25.44,0,0.27,0.02,0.04,0.01,0,70.3,66.66,0.29,2.16,1.1,0.02,0.01,0.05,0.01,4.35,288,8,116,15,49,29,2
21085,59578000,37.35,29.05,0,4.72,0.61,0.03,0.07,0,62.65,27.77,4.28,29.34,0.67,0.17,0,0.32,0.1,8.68,765,15,91,40,65,38,0
21087,53233000,59.41,28.48,0,3.68,0.23,0.03,0.95,0,40.59,14.59,6.19,19.49,0.02,0.06,0,0.22,0.01,5.18,548,13,50,12,29,17,0
21089,5788000,50.37,9.13,0,20.5,2.5,3.05,2.95,0,49.63,0.98,0,40.73,1.09,0.26,0,5.34,1.23,10.63,309,0,41,39,32,34,0
21091,11598000,71.87,61.77,0,4.57,0.27,0.17,0,0,28.13,13.52,0,13.86,0.12,0.53,0,0.05,0.05,3.88,154,0,16,11,24,4,0
21093,59242000,70.1,59.63,0,5.93,0.45,0.02,0.83,0.03,29.9,4.74,2.67,15.85,5.13,0.32,0,1.14,0.05,3.24,724,8,80,21,43,45,0
21095,212000,68.87,0,0,9.54,3.53,55.8,0,0,31.13,6.01,0,13.97,5.6,5.55,0,0,0,9.68,9,0,11,5,6,0,0
21097,35107000,57.84,16.89,0,11.05,1.53,0.67,0.17,0.18,42.16,0.13,0.41,40.37,0.07,0.4,0,0.65,0.14,3.72,672,3,67,17,66,25,0
21099,36787000,51.61,16.59,0,18.03,0.83,0.15,0.91,0,48.39,1.82,6.37,32.48,0.07,1.04,0,6.4,0.21,6,672,18,70,25,115,77,0
21101,97697000,88.9,86.96,0,0.39,0.23,0.09,0.12,0,11.1,6.77,0,4,0.05,0.04,0,0.23,0.02,5.96,99,0,17,4,25,17,0
21103,30606000,53.95,23.81,0,11.37,0.62,0.24,0.68,0,46.05,0.15,7.88,35.91,0.1,0.61,0,1.18,0.23,5.31,385,21,49,21,57,31,0
21105,159609000,35.66,34.89,0,0.2,0.01,0.33,0,0,64.34,58.17,0,1.43,4.71,0.01,0.01,0.01,0.01,8.7,36,0,49,8,3,2,3
21107,119595000,32.6,30.41,0,1.05,0.06,0.02,0.4,0,67.4,56.48,0,3.17,7.5,0.08,0.07,0.1,0,17.2,286,0,57,15,35,32,3
21109,5747000,35.21,0.79,0,29.05,1.35,0.34,1.16,0,64.79,0.57,3.98,55.67,0.96,0.62,0,2.68,0.31,9.28,294,2,37,9,18,41,0
21111,6363000,78.55,12.79,0,6.39,3.17,0.22,55.78,0.2,21.45,0.63,0.4,10.27,0.4,0.92,0,8.42,0.41,8.1,105,1,42,1,33,35,0
21113,79868000,7.38,1.94,0,2.04,0.15,0.04,1.55,0.03,92.62,0.03,0,8.81,0.03,0.09,0,77.21,6.45,7.24,287,0,53,1,51,60,0
21115,706000,29.74,1,0,23.87,3.18,1,0,0.69,70.26,2.22,0,56.44,0.5,2.32,0,8.78,0,5.89,96,0,41,9,16,7,0
21117,5390000,53.28,3.18,0,21.02,2.11,1.3,14.6,0.75,46.72,2.07,1.2,32.62,0.57,0.76,0,8.29,1.21,7.87,220,2,42,6,25,10,0
21119,408000,8.66,0,0,2.44,3.78,2.44,0,0,91.34,0.5,0,90.76,0,0.08,0,0,0,14.79,22,0,5,0,2,0,0
21121,2534000,53.16,19.37,0,29.27,2.2,0.19,2.13,0,46.84,1.11,0,42.51,0.29,0.25,0,2.13,0.55,9.59,171,0,33,2,7,12,0
21123,41112000,78.89,66.21,0,4.49,0.48,0.48,0.5,0,21.11,0.5,1.22,16.45,1.84,0.25,0,0.85,0,3.86,380,4,59,6,30,21,0
21125,15426000,43.19,6.41,0,16.68,2.99,0.34,13.29,0,56.81,1.06,0,51.43,1.1,0.52,0,2.01,0.69,11.13,548,0,31,6,38,19,0
21127,1256000,40.84,2.78,0,31.51,5.05,0.75,0.75,0,59.16,0.96,0,50.13,1.16,0.75,0,5.97,0.24,3.65,148,0,21,18,14,9,0
21129,1392000,25.24,8.84,0,13.65,2,0.75,0,0,74.76,0.65,0,69.1,0.35,2.12,0,2.16,0.38,6.92,59,0,19,1,7,7,0
21131,33000,70.4,0,0,19.03,51.37,0,0,0,29.6,12.92,0,7.41,0,0,0,9.09,0,8.75,8,0,3,0,0,3,0
21133,138000,44.31,4.67,0,17.52,8.61,13.51,0,0,55.69,19.52,0,33.57,1.5,0.98,0,0.12,0,3.83,39,0,18,2,3,1,0
21135,12686000,68.75,46.41,0,10.76,0.23,0,0.02,0.02,31.25,0.2,1.05,28.88,0.11,0.66,0,0.32,0.03,7.65,299,1,26,10,15,9,0
21137,59008000,31.48,19.06,0,7.06,0.84,0.02,1.68,0,68.52,0.65,13.53,53.7,0.09,0.21,0,0.32,0.02,11.49,711,36,72,31,59,45,0
21139,24155000,63.78,59.77,0,3.92,0.04,0.05,0,0,36.22,12.25,0,22.99,0.7,0.15,0,0.06,0.07,0.5,164,0,12,2,21,11,0
21141,152164000,68.81,62.07,0,1.19,0.17,0.02,0.49,0,31.19,8.5,11.01,8.92,2.52,0.1,0,0.12,0.02,3.19,433,6,44,15,40,32,0
21143,6662000,80.15,52.88,0,8.07,1,0.1,0.09,0,19.85,0.1,0,19.41,0.1,0.24,0,0,0,0.52,102,0,10,5,5,0,0
21145,28923000,77.37,69.35,0,0.93,2.67,0.82,2.21,0,22.63,19.37,0,1.9,0.02,0.18,0,1.1,0.06,1.34,73,0,33,4,18,23,0
21147,2550000,23.55,0.73,0,18.44,1.66,2,0.73,0,76.45,53.35,0,22,0.19,0.36,0,0.2,0.35,14.44,93,0,25,10,8,3,0
21149,190838000,29.74,28.19,0,0.27,0.02,0,0,0,70.26,68.08,0.2,0.87,1,0.03,0,0.07,0.01,8.15,86,1,69,17,18,4,0
21151,50557000,15.32,3.53,0,6.23,1.01,0.1,0.71,0.1,84.68,0.22,0.25,83.43,0.11,0.22,0,0.29,0.16,3.95,780,1,71,19,48,38,0
21153,1430000,55.68,0.11,0,50.6,2.87,0.7,0.7,0,44.32,1.4,0,38.03,0,0.35,0,4.13,0.41,7.96,149,0,19,0,22,17,0
21155,60230000,45.25,33.75,0,4.52,0.49,0.06,0.29,0,54.75,0.3,7.16,40.83,6.07,0.15,0,0.15,0.09,5.84,614,15,20,14,23,20,0
21157,51379000,33.19,30.69,0,1.57,0.07,0.07,0.39,0,66.81,25.73,0,22.7,17.77,0.38,0,0.2,0.03,7.5,256,0,50,30,38,22,0
21159,214000,10.75,0,0,8,2.75,0,0,0,89.25,0.9,0,88.19,0,0,0,0,0.16,11.18,28,0,2,0,0,0,0
21161,31335000,63.49,31.48,0,13.36,0.07,0.09,0.33,0,36.51,0.04,3.89,31.5,0.26,0.44,0,0.35,0.03,4.02,408,6,15,21,26,17,0
21163,45793000,61.16,51.21,0,5.38,0.47,0.1,0.1,0.11,38.84,20.52,0.3,17.31,0.05,0.18,0,0.39,0.09,5.29,428,1,57,27,39,25,0
21165,2391000,27.73,0.91,0,21.23,2.47,0.54,1.58,0,72.27,0.36,0,68.5,0.51,0.9,0,0.63,1.37,3.66,134,0,24,6,7,11,0
21167,45902000,26.22,15.7,0,5.68,0.49,0.03,0.71,0,73.78,0.15,1.69,66.16,0.03,0.66,0,4.79,0.3,5.53,619,6,98,11,60,40,0
21169,43143000,47.36,13.02,0,6.51,0.63,0.51,0.26,0,52.64,12.05,13.06,26.87,0.04,0.08,0.01,0.53,0.01,10.93,604,21,26,14,23,36,2
21171,102471000,16.64,8.61,0,2.81,0.08,0.06,0.16,0,83.36,48.63,7.04,27.63,0.01,0.01,0,0.04,0.01,13.81,595,11,29,16,11,17,0
21173,21392000,26.6,8.4,0,9.1,0.3,0.35,0.32,0,73.4,0.17,0,72.2,0.05,0.29,0,0.63,0.06,4.5,369,0,19,7,30,35,0
21175,5784000,38.37,3.65,0,24.44,2.58,0.23,3.71,0,61.63,0.4,0,49.59,0.03,0.86,0,10.7,0.05,10.51,270,0,34,7,52,19,0
21177,94466000,30.29,22.66,0,1.77,0.01,0.01,0.32,0,69.71,49.41,0.5,5,14.49,0.08,0,0.22,0.01,2.61,242,1,43,4,25,26,0
21179,67099000,62.67,50.67,0,6.07,0.2,0.13,0.53,0,37.33,0.12,3.61,32.18,0.33,0.14,0.12,0.23,0.6,5.58,727,12,101,19,63,57,1
21181,25939000,49.34,7.03,0,8.53,0.28,0.06,0.06,0,50.66,0.71,2.44,45.44,0.31,0.24,0,1.21,0.31,4.15,349,7,33,16,34,19,0
21183,135769000,27.78,25.83,0,1.05,0.02,0.01,0.03,0,72.22,68.48,0.01,3.58,0,0.07,0.01,0.05,0.02,4.75,411,1,87,9,55,23,1
21185,18514000,46.2,23.77,0,5.57,3.56,0.69,12.59,0.03,53.8,0.43,3,14.06,0.2,0.86,0.01,34.12,1.12,5.97,105,1,57,14,13,47,1
21187,23897000,54.89,5.89,0,14.68,0.5,1.01,0.23,0.24,45.11,0.1,0.5,42.81,0.5,0.47,0,0.71,0.03,4.99,389,3,49,14,46,30,0
21189,1294000,63.97,3.59,0,27.4,31.98,0.5,0,0.5,36.03,0.84,0,33.05,0.08,1.76,0,0.23,0.07,2.59,58,0,20,3,10,3,0
21191,9449000,64.24,13.45,0,24.01,0.78,0.12,0.26,0.13,35.76,0.94,0.2,30.03,0.2,0.72,0.2,2.96,0.51,7.05,477,1,61,24,31,34,1
21193,326000,27.71,2.32,0,3.56,12.41,9.43,0,0,72.29,1.65,0.01,61.97,0.01,3.54,0,1.23,3.89,2.39,32,1,9,2,6,4,0
21195,744000,49.64,14.01,0,26.19,4.74,0.8,3.9,0,50.36,0.45,0,46.8,0.3,0.93,0,1.34,0.54,4.12,32,0,15,2,6,11,0
21197,2704000,73.37,61.56,0,8.99,1.78,0.38,0,0,26.63,0.4,0,25.13,0.09,0.24,0,0.74,0.04,4.87,98,0,21,7,7,12,0
21199,55500000,45.17,31.11,0,7.43,3.67,0.64,0.59,0.5,54.83,3.63,7.06,43.04,0.11,0.61,0,0.28,0.1,8.83,"1,115",27,87,26,59,50,0
21201,3546000,31.53,2.03,0,27.11,0.22,0.23,0.21,0,68.47,0.22,10.71,56.6,0.08,0.46,0,0.31,0.09,13.03,147,3,22,9,16,5,0
